symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQM5,-2,0,0.25,214724040011,214724040035,5,19236.50,19320.25,$837.50,04/25/2025 15:53:36,04/25/2025 16:00:26,6min 49sec
